,credit,defaultTitle,defaultabstract
3482,"Atlas BentHal, Ifremer, 2016","Distribution de Buccinum undatum (CPERM 300, AphiaID 138878) en ATLANTIQUE","""<span><p>Distribution du taxon Buccinum undatum établie à partir des données de densité d'abondance relative cumulées et krigées issues des campagnes halieutiques EVHOE (2008-2013), LANGOLF (2011-2013), NURSE (2000-2013), ORHAGO (2011-2015)</p></span>"""
3483,SANDRE,Stations de traitement des eaux usées - France entière,"""<span><p>Les stations de traitement des eaux usées (stations d'épuration ou step) sont des systèmes de traitement considérés \""comme étant tous les ouvrages de dépollution des eaux usées par des procédés divers : biologiques, physico-chimiques..., localisés sur un espace géographique continu et homogène. Elles sont urbaines ou industrielles selon la nature de leur maître d'ouvrage.\""</p></span>"""
3484,LIENSs - UMR 7266,CNRS-ULR_LIENSS_7266_dypomar_20161229_2_PL_111,"""<span><p>Thème :\nDate.edition : \nAuteur.nom : \nAuteur.date : \nInterêt : 1773. St Martin. Brouage. Rochefort. Oléron. Multiscalaire (3 niveaux). Détail des aménagements. Très jolie.\nEditeur : \nEchelle : \nTaille :  \nLieu d'archivage : Michel Crépeau, Patrimoine, Reserve A 2 PL 111. Exclu du prêt, consultation sur place\nNuméro d'archive : Plan Carte (No )\nIndices : \nRéférence : 2 PL 111</p></span>"""
3485,Ifremer,Côte Est du Cotentin – Salinité observée – 2007,"""<span><p>Répartition spatiale de la salinité observée de manière ponctuelle en 2007 sur la Côte Est du Cotentin. Ces cartographies ont été réalisées dans le cadre du projet OGIVE (Outils d’aide à la Gestion Intégrée et à la Valorisation des Ecosystèmes conchylicoles de Basse-Normandie, 2005-2013).\nLa carte est le produit de l’interpolation d’observations réalisées lors de deux campagnes d’échantillonnage les 22 et 23 mai et les 15 et 16 octobre 2007, sur 90 points de prélèvement. \nLa salinité a été observée à l’aide d’une sonde multi-paramètres de type YSI 6600.</p></span>"""
3486,Null,Réserve de pêche des Salmonidés en baie du Mont Saint-Michel. État 2006-2010.,"""<span><p>Limite sous forme de polyligne à l'est de laquelle la pêche des Salmonidés est interdite en baie du Mont Saint-Michel jusqu'au 31 décembre 2010.\nCette carte a été réalisée en 2006 par le service Cultures Marines de la DDAM d'Ille-et-Vilaine à partir d'un arrêté préfectoral.</p></span>"""
3487,Null,Sédimentologie,"""<span><p>Localisation des provinces sédimentaires.</p></span>"""
3488,Rebent,"Cartographie des populations algales de l'Ile de Groix au 1/5000 (Arzel P., 1989)","""<span><p>Cette carte des populations algales de l'Ile de Groix a été réalisée par Pierre Arzel, de l'Ifremer, en 1989.</p><p>L'ensemble des informations disponibles sous forme de 5 cartes papier a fait l'objet en 2006 d'une numérisation dans le cadre du Réseau de la surveillance de la faune et de la flore benthique REBENT.</p></span>"""
3489,MNHN-INPN,Sites du Conservatoire d'espaces naturels,"""<span><p>Données représentant les 780 sites acquis ou assimilés des Conservatoires d'espaces naturels de France métropolitaine et valides au 30/09/2013. Les Conservatoires protègent de très nombreux types de milieux naturels. Les milieux ouverts représentent la majeure partie d'entre eux, dont 40% des sites sont des zones humides. Les espaces protégés s'étendent ainsi des îlots rocheux littoraux aux sites de reproduction des chauves-souris, en passant par les tourbières et marais…</p></span>"""
3490,"['DPMA', 'Terra Maris', 'Ifremer', 'MIMEL']",Arrêté n° 47/2007 du 07/05/2007 (Annexe 4),"""<span><p>Arrêté n° 47/2007 du 07 mai 2007 portant sur la cohabitation et la compatibilité des métiers à l'intérieur de la bande côtière des trois milles autour de l'archipel des Iles Chausey / Annexe 4.\nABSENT BDR DPMA</p></span>"""
3491,Null,radio,"""<span><p>radio</p></span>"""
3492,CEREMA,Zones basses,"""<span><p>L'expression \""Zones Basses\"" correspond aux zones topographiques situées sous le niveau centennal de la mer (niveau de référence retenu pour la France métropolitaine).\nSa représentation cartographique est discrétisé en trois catégories de valeurs:</p><ul><li>Zone sous le niveau marin centennal -1m : Fort</li><li>Zone sous le niveau marin centennal : Moyen</li><li>Zone sous le niveau marin centennal +1m : Faible</li></ul></span>"""
3493,Producteurs de données : SHOM,Suivi des Zones Evolutives du Chenal de Navigation de la Mer du Nord (ZECMN),"""<span><p>Ce suivi des dunes a pour but de connaître l'évolution de la dynamique des dunes dans le chenal de navigation de la mer du nord</p></span>"""
3494,"Producteurs de données : Groupes ornithologiques: GONm, GON, Bretagne vivante, GOP, LPO Ile Grande, Clinique Le Chêne, Oiseaux mazoutés du Cotentin",Ecological Quality Objectives Fulmar - EcoQO -,"""<span><p>Dispositifs d'évaluation des déchets ingérés par les fulmars sur la façade Manche-Mer du Nord, novembre à avril </p><p>Le dispositif consiste en une évaluation de la proportion de cadavres de fulmars boréaux ayant plus de 0.1 gramme de plastique dans l'estomac.\nL'objectif  a atteindre est que le pourcentage de fulmars ayant plus 0.1g de plastique dans l'estomac soit inférieur à 10%, sur une base de 50-100 échantillons trouvés dans les laisses de mer pour chacun des secteurs de la mer du Nord identifié, et ce, pour une période d'au moins 5 ans.</p></span>"""
3495,"['IFREMER', 'CHARM consortium']","Species and habitats - Loligo Forbesi (Northern/Veined squid) - All ages - Mean abundance in October, standard deviation and summed kriging error maps during CGFS (1993-2006)","""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation. Abundance mean (mean) and standard deviation (st) have been calculated. The sum of the kriging error for each yearly kriged abundance fits to the kriging error (v).</p></span>"""
3496,ICES,ICES,"""<span><p>The International Council for the Exploration of the Sea (ICES), is a global organization that develops science and advice to support the sustainable use of the oceans. ICES is a network of more than 5,000 scientists from over 690 marine institutes in 20 member countries and beyond. 1,500 scientists participate in our activities annually. \nICES has a well-established Data Centre, which manages a number of large dataset collections related to the marine environment. The majority of data &ndash; covering the Northeast Atlantic, Baltic Sea, Greenland Sea, and Norwegian Sea &ndash; originate from national institutes that are part of the ICES network. The ICES Data Centre provides marine data services to ICES member countries, expert groups, world data centres, regional seas conventions (HELCOM and OSPAR), the European Environment Agency (EEA), Eurostat, and various other European projects and biodiversity portals. ICES aims to provide all data collections online and according to the ICES Data policy, which enables open access to all data that are do not fall under specific commercial or personal privacy concerns.</p></span>"""
3497,"Ifremer, Géosciences Marines, 2002","MNT de Bathymétrie de la zone Neofan - Campagne GMO2 - CARNAC (réalisé en 2002, résolution 50m)","""<span><p>Modèle bathymétrique (MNT) dans le Golfe du Lion, sur la zone Neofan. Les données ont été acquises avec le sondeur EM300 lors de la campagne GMO2 - CARNAC (GMO 2) en 2002.\nLe pas de la grille est de 50m.\nProduit interne Ifremer.</p></span>"""
3498,UMR Entropie - Université La Réunion,Distribution spatiale des localisations du Puffin du Pacifique (Puffinus pacificus) suivis par GLS depuis Cousin (Seychelles) - Projet FEDER Mégafaune,"""<span><p>Les données acquises entre 2009 et 2010 par GLS (Global Location Sensing), ont été analysées pour sortir 2 localisations par jour. Le nombre de localisations de Puffins du Pacifique balisés à Cousin est agrégé par carré de 1° de côté. Ce mode de calcul est celui choisi dans le cadre du projet Mégafaune pour toutes les populations (une espèce, un lieu) étudiées afin de permettre l'inter-comparaison.</p></span>"""
3499,Null,Photos aériennes 2012 des plages de Charente-Maritime,"""<span><p>Photos aériennes 2012 des plages de Charente-Maritime réalisées pour l'Observatoire des Pratiques de Tourisme et de Loisir - ECOP (Évolution des CÔtes et des Pratiques ) qui est une unité de la Fédération de Recherche en Environnement pour le Développement Durable (FR 3097). Ces photos aériennes verticales de Michel Bernard (ECAV Aviation) ont été effectuées à partir d'un ULM pour permettre le comptage des personnes présentes sur les plages dans le cadre d'un programme étudiant la fréquentation des lieux touristiques du littoral. La période choisie, les 23 juillet, 24 juillet et 11 aout 2012, correspond à la haute saison touristique. Les photos ont été réalisées par des journées ensoleillées entre 15 et 17h avec des conditions de marée intermédiaire (pas de marée haute ou de marée basse).</p></span>"""
3500,Null,MNT du Sillon de Talbert en 2012,"""<span><p>Restitution de la topographie du Sillon de Talbert en septembre 2012 à partir de mesures planimétriques au DGPS</p></span>"""
3501,Null,Levé SMF BATHYBAB2 (2011 - La Réunion),"""<span><p>Mesures bathymétriques au sondeur multifaisceaux réalisées aux embouchures des rivières des Galets, des Pluies et du Mât, à La Réunion</p></span>"""
3502,Null,MNT du Sillon de Talbert en 2011,"""<span><p>Restitution de la topographie du Sillon de Talbert en septembre 2011 à partir de mesures planimétriques au DGPS</p></span>"""
3503,Null,Sites ateliers Dynalit,"""<span><p>Localisation des sites-ateliers suivis dans le cadre de DYNALIT</p></span>"""
3504,Null,Marine Mammals and Seabirds and Turtles: Autumn presence-only distribution of Tursiops truncatus,"""<span><p>Observations of live Tursiops truncatus from different datasets collected in France and the United Kingdom were compiled to generate presence-only distributions in the CHARM3 study area.  The data span from 1991 - 2011 and come from both dedicated and opportunistic surveys from land, sea, or air.</p></span>"""
3505,"['IFREMER', 'CHARM consortium']",Species and habitats - Scyliorhinus canicula - All ages - Recurrence - IBTS Q1 (1980-2010),"""<span><p>Species habitat occupation, observed during the first quarter IBTS from 1980 to 2010, has been expressed as rare, occasional, frequent, recurrent depending on density levels and variability over time.</p></span>"""
3506,"['DPMA', 'Terra Maris', 'Ifremer']",Arrêté n° 288/2005 du 09/11/2005,"""<span><p>Arrêté n° 288/2005 du 09/11/2005 portant approbation de la délibération \""Bivalves-AD-2005-A\"" du 07 octobre 2005 du CRPMEM de Bretagne portant création et fixant les conditions d'attribution de la licence de pêche des bivalves autres que les coquilles Saint-Jacques sur les gisements Sud Iroise.</p></span>"""
3507,Null,MNT LIDAR topographique de haute résolution - Secteur du Golfe du Morbihan,"""<span><p>Données de relief acquises par levé au laser aéroporté. La donnée se présente sous la forme de 93 couches maillées de résolution 2*2 mètres, au format Grid ArcInfo. L'altitude est exprimée en mètre (positif vers le zénith) par rapport au référentiel IGN69.\nCe MNT est issu de données source de type \""last pulse\"" (i.e. sol, bâtiments, sol sous la végétation), acquises en 2004. La méthode d'interpolation employée est le krigeage.</p></span>"""
3508,Null,Campagne Lidar 2009 - Saint-Malo Rance,"""<span><p>Pas d'information actuellement</p></span>"""
3509,Ifremer,Abondance d'araignée de mer (Maja squinado) observée lors des campagnes scientifiques sur la période 2005 – 2010,"""<span><p>L'abondance d'araignées (Maja squinado) est exprimée en nombre d’individus par km² et observée lors des campagnes halieutiques de l'Ifremer utilisant un engin de pêche ”traînant de fond” : CGFS (2005-2009), LANGOLF (2006-2009), ORHAGO (2007-2010). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).</p></span>"""
3510,DCE 2000/60/CE,DCE – Bassin Loire-Bretagne - Etat écologique - Etat biologique - Angiospermes,"""<span><p>L’analyse porte sur le suivi des peuplements d'angiospermes marines des masses d'eaux côtières et de transition de la Manche ouest et du golfe de Gascogne et l'évaluation de leur qualité biologique.En Manche-Atlantique, les espèces de phanérogames à considérer sont :</p><ul style=\""list-style: square\""><li>Zostera noltii constituant des herbiers uniquement intertidaux dans cette région.</li><li>Zostera marina constituant des herbiers subtidaux ou intertidaux. </li></ul><p>Deux types de descripteurs sont utilisés pour qualifier les herbiers de zostères :</p><ul style=\""list-style: square\""><li>Extension des herbiers (emprise totale pour les herbiers homogènes, ou emprise de la surface végétalisée pour les herbiers fragmentés) ;</li><li>Caractéristiques démographiques et biométriques des populations (biomasse aérienne et souterraine, densité, hauteur des pieds, ...). </li></ul><p>L’évaluation la plus récente de l’état de ces peuplements est présentée dans l’atlas DCE Loire-Bretagne. Les états antérieurs sont accessibles dans des archives annuelles.</p></span>"""
3511,"['CEFAS', 'CHARM consortium']",Species and habitats - Gadus morhua - Nurseries British coasts - Multi-annual abundance in September,"""<span><p>Abundance of several species in coastal nurseries along british coasts.</p></span>"""
3512,"['CEFAS', 'CHARM consortium']",Species and habitats - Trisopterus minutus - All ages - Multi-annual abundance in July during BTS (1989-2010),"""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation.</p></span>"""
3513,"['CEFAS', 'CHARM consortium']",Distribution of Clupeids from CPR samples for period 2 (years 1964 to 1970) - Kriging,"""<span><p>Fish larvae were collected by the continuous plankton recorder (CPR, operated by SAHFOS) all year long between 1951 and 2005 along transects in the Celtic Sea and English Channel. The CPR is towed by ships of opportunity at speeds of 15 to 20 knots, at an approximate depth of 10 m. Water enters the recorder through an aperture of 1.27 cm2, and is filtered through a continuously moving band of silk with an average mesh size of 270 μm.</p></span>"""
3514,"GIP RNMR, UMR Espace-Dev","Point d'accès, de commodités et d'aménités recensés en 2013 autour de la Réserve Marine de La Réunion","""<span><p>Les différentes aménités, commodités, accessibilités et les paramètres susceptibles d'avoir un poids dans le potentiel attractif de la zone sont répertoriés dans la zone de 120 mètres au-dessus des laisses de basses mers. Certaines des couches proposées ici ont été créées dans le cadre de la thèse d'Anne Lemahieu, d'autres avaient été créées avant, mais ont pu être mises à jour à cette occasion.</p></span>"""
3515,Emodnet chemistry,Mediterranean Sea DIVA 4D analysis of Water_body_nitrate,"""<span><p>Moving 10-years analysis of nitrates at Mediterranean Sea for each season :</p><ul style=\""list-style: square\""><li>winter (January-March),</li><li>spring (April-June),</li><li>summer (July-September),</li><li>autumn (October-December).</li></ul><p>Every year of the time dimension corresponds to the 10-year centered average of each season.\nDecades span from 1960-1969 until 2004-2013.\nObservational data span from 1960 to 2013.\nDepth range (IODE standard depths): -1500.0, -1400.0, -1300.0, -1200.0, -1100.0, -1000.0, -900.0, -800.0, -700.0, -600.0, -500.0, -400.0, -300.0, -250.0, -200.0, -150.0, -125.0, -100.0, -75.0, -50.0, -30.0, -20.0, -10.0, -5.0, -0.0.</p><p>Data Sources: observational data from SeaDataNet/EMODNet Chemistry Data Network.</p><p>Description of DIVA analysis:  Geostatistical data analysis by DIVA (Data-Interpolating Variational Analysis) tool. Profiles were interpolated at standard depths using weighted parabolic interpolation algorithm (Reiniger and Ross, 1968). GEBCO 1min topography is used for the contouring preparation. Analyzed filed masked using relative error threshold 0.3 and 0.5.</p><p>DIVA settings: A constant value for signal-to-noise ratio was used equal to 3. Correlation length was optimized and filtered vertically and a seasonally-averaged profile was used.</p><p>Logarithmic transformation applied to the data prior to the analysis.\nBackground field: the data mean value is subtracted from the data.\nDetrending of data: no.\nAdvection constraint applied: no.</p><p>Originators of Italian data sets-List of contributors\n•\tBrunetti Fabio (OGS)\n•\tCardin Vanessa, Bensi Manuel doi:10.6092/36728450-4296-4e6a-967d-d5b6da55f306\n•\tCardin Vanessa, Bensi Manuel, Ursella Laura, Siena Giuseppe doi:10.6092/f8e6d18e-f877-4aa5-a983-a03b06ccb987\n•\tCataletto Bruno (OGS)\n•\tCinzia Comici Cinzia (OGS)\n•\tCivitarese Giuseppe (OGS)\n•\tDeVittor Cinzia (OGS)\n•\tGiani Michele (OGS)\n•\tKovacevic Vedrana (OGS)\n•\tMosetti Renzo (OGS)\n•\tSolidoro C.,Beran A.,Cataletto B.,Celussi M.,Cibic T.,Comici C.,Del Negro P.,De Vittor C.,Minocci M.,Monti M.,Fabbro C.,Falconi C.,Franzo A.,Libralato S.,Lipizer M.,Negussanti J.S.,Russel H.,Valli G., doi:10.6092/e5518899-b914-43b0-8139-023718aa63f5\n•\tCelio Massimo (ARPA FVG)\n•\tMalaguti Antonella (ENEA)\n•\tFonda Umani Serena (UNITS)\n•\tBignami Francesco (ISAC/CNR)\n•\tBoldrini Alfredo (ISMAR/CNR)\n•\tMarini Mauro (ISMAR/CNR)\n•\tMiserocchi Stefano (ISMAR/CNR)\n•\tZaccone Renata (IAMC/CNR)\n•\tLavezza, R., Dubroca, L. F. C., Ludicone, D., Kress, N., Herut, B., Civitarese, G., Cruzado, A., Lefèvre, D., Souvermezoglou, E., Yilmaz, A., Tugrul, S., and Ribera d’Alcala, M.: Compilation of quality controlled nutrient profiles from the Mediterranean Sea, doi:10.1594/PANGAEA.771907, 2011.</p><p>Units: umol/l</p></span>"""
3516,Emodnet chemistry,Baltic Sea DIVA 4D analysis of Water_body_total_phosphorus,"""<span><p>Units: umol/l. Method: spatial interpolation produced with DIVA (Data-Interpolating Variational Analysis). URL: <a href=\""http://modb.oce.ulg.ac.be/DIVA\"">http://modb.oce.ulg.ac.be/DIVA</a>.</p><p>Comment: Every year of the time dimension corresponds to a 10-year centred average for each season :</p><ul style=\""list-style: square\""><li>winter season (December-February),</li><li>spring (March-May),</li><li>summer (June-August),</li><li>autumn (September-November).</li></ul><p>Diva settings: Snr=1.0, CL=0.7.</p></span>"""
3517,"CEFREM, Université de Perpignan Via Domitia ; 1986","Carte géomorphologique du précontinent Languedocien, du Cap Leucate à la Pointe de Beauduc (scan géoréférencé)","""<span><p>Scan de la Carte géomorphologique du précontinent Languedocien, du Cap Leucate à la Pointe de Beauduc, au 1/250 000, par J.C., Aloïsi, H. Got et A. Monaco ; dessins du Musée Océanographique de Monaco.</p><p>S'adresser à l'Université de Perpignan Via Domitia, laboratoire CEFREM, pour toute demande d'accès à cette donnée.</p></span>"""
3518,DCE 2000/60/CE,DCE – Bassin Artois-Picardie - Etat chimique - Contaminants chimiques - Autres Polluants,"""<span><p>L’évaluation de l'état chimique de la masse d’eau repose sur deux Normes de Qualité Environnementale (NQE) établies pour chaque substance ou groupe de substances dans la directive 2008/105/CE.\nCes normes représentent des seuils à ne pas dépasser afin de protéger l’environnement et la santé humaine :</p><ul style=\""list-style: square\""><li>La NQE-CMA : qui représente la Concentration Maximale Admissible (μg/L) ;</li><li>La NQE-MA : qui présente la Concentration Moyenne Annuelle à ne pas dépasser (μg/L).</li></ul><p>L’état chimique est défini par 2 classes de qualité : « bon état » ou « mauvais état ». </p><p>Les \""autres polluants\"", qui n'appartiennent pas à la famille des pesticides, des métaux lourds ou des polluants industriels de la DCE comprennent 6 substances prioritaires, 8 substances dangereuses prioritaires de la DCE et 11 substances de la liste I de la Directive 76/464. Ils sont suivis dans l'eau (substances hydrophiles) ou dans les coquillages ou les sédiments (substances hydrophobes). L'évaluation est faite 1 fois par plan de gestion (une fois tous les six ans). L'évaluation la plus récente de l'état chimique est présentée dans l’atlas DCE Artois-Picardie. Les états antérieurs sont accessibles dans des archives annuelles.</p></span>"""
3519,CEREMA,Qualité des eaux de baignade,"""<span><p>Points de suivi de qualité des eaux de baignade, de 1991 à 2014, suivant 4 niveaux de classification (excellent, good, sufficient, poor).</p></span>"""
3520,"CATDS (CNES, IFREMER, CESBIO)",CATDS-PDC L3SM Filtered - 1 day global map of soil moisture values from SMOS satellite,"""<span><p>This product is the daily product of soil moisture, and contains filtered data. The retrievals are based on a multi-orbit retrieval algorithm. A detection of freeze and snow is performed and added to the flags. Ascending and descending orbits are processed separately.</p></span>"""
3521,DCE 2000/60/CE,DCE – Bassin Artois-Picardie - Etat chimique - Contaminants chimiques - Pesticides,"""<span><p>L’évaluation de l'état chimique de la masse d’eau repose sur deux Normes de Qualité Environnementale (NQE) établies pour chaque substance ou groupe de substances dans la directive 2008/105/CE.\nCes normes représentent des seuils à ne pas dépasser afin de protéger l’environnement et la santé humaine :</p><ul style=\""list-style: square\""><li>La NQE-CMA : qui représente la Concentration Maximale Admissible (μg/L) ;</li><li>La NQE-MA : qui présente la Concentration Moyenne Annuelle à ne pas dépasser (μg/L).</li></ul><p>L’état chimique est défini par 2 classes de qualité : « bon état » ou « mauvais état ». </p><p>Les pesticides - 8 substances de la liste des substances prioritaires et 10 substances de la liste des substances dangereuses prioritaires - sont recherchés dans l'eau (substances hydrophiles) ou dans les coquillages et le sédiment (substances hydrophobes). L’évaluation la plus récente de l'état chimique est présentée dans l’atlas DCE Artois-Picardie. Les états antérieurs sont accessibles dans des archives annuelles.</p></span>"""
3522,SANDRE,Zones vulnérables - Métropole,"""<span><p>Les zones vulnérables sont les terres désignées conformément à l'article 3 paragraphe 2 de la Directive Européenne n°91-676 dont les objectifs consignés dans son premier article sont de réduire la pollution des eaux provoquées ou induites par les nitrates à partir de sources agricoles, et prévenir toute nouvelle pollution de ce type.\nUne zone vulnérable est une partie du territoire où la pollution des eaux par le rejet direct ou indirect de nitrates d’origine agricole ou d’autres composés azotés susceptibles de se transformer en nitrates, menace à court terme la qualité des milieux aquatiques et plus particulièrement l’alimentation en eau potable. \nSont désignées comme zones vulnérables, les zones où : \nles eaux douces superficielles et souterraines, notamment celles destinées à l'alimentation en eau potable, ont ou risquent d'avoir une teneur en nitrates supérieure à 50 mg/l, les eaux des estuaires, les eaux côtières ou marines et les eaux douces superficielles qui ont subi ou montrent une tendance à l'eutrophisation susceptible d'être combattue de manière efficace par une réduction des apports en azote.\nUn programme d'action est mis en œuvre dans chaque département concerné, arrêtant les prescriptions que doivent respecter l'ensemble des agriculteurs de la zone vulnérable correspondante. Ils sont construits en concertation avec tous les acteurs concernés, sur la base d'un diagnostic local. Ils visent à corriger les pratiques les plus génératrices de pollution. \nEn dehors des zones vulnérables, un code des bonnes pratiques agricoles, établi au niveau national est d'application volontaire.\nChaque zone vulnérable correspond à un arrêté préfectoral (préfet coordonnateur de bassin) après avis du conseil départemental d’Hygiène, du conseil général et régional et du comité de bassin. Les zones vulnérables sont réexaminées tous les 4 ans.  \nChaque zone s'étend sur une zone géographique constituée d’un ensemble de communes. Un périmètre de zone recouvre intégralement ou partiellement les territoires administratif. Notion de limite communale ou infra-communale.\nDans le cas où un arrêté ultérieur viendrait compléter l’arrêté précédent, seule la date du dernier arrêté serait conservée.\nLa liste des zones vulnérables est établie sous la responsabilité des DREAL de bassin.</p></span>"""
3523,"['IFREMER', 'CHARM consortium']",Species and habitats - Ammodytidae - All ages - Probable habitat in October modelled by Generalised Linear Modelling and its uncertainty with CGFS data,"""<span><p>Modelised abundance of species or prediction uncertainty.</p></span>"""
3524,Null,Chevreuils (indice de présence),"""<span><p>Ces données sont issues de la base de données du Réseau Ongulés Sauvages de l'Office National de la Chasse et de la Faune Sauvage. Il s'agit du nombre de prise de chevreuils à la chasse durant l'année 2007 par surface de la commune. La couverture spatiale des données fournies est à 15 km du littoral.</p></span>"""
3525,"['IFREMER', 'CHARM consortium']","Species and habitats - Merlangius merlangus - Immature - Mean abundance in October, standard deviation and summed kriging error maps during CGFS (1988-2006)","""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation. Abundance mean (mean) and standard deviation (st) have been calculated. The sum of the kriging error for each yearly kriged abundance fits to the kriging error (v).</p></span>"""
3526,"['Station Marine de Wimereux, Université des Sciences et Technologies de Lille', 'CHARM Consortium']","Species and habitats - Echinocardium cordatum - Abundance (RCP Manche, 1971-1976)","""<span><p>Biological data collected during RCP Manche surveys have been expressed in abundance (nbr.indiv/30L sed). Data log-transformed (log10(x+1)).</p></span>"""
3527,"['DPMA', 'Terra Maris', 'Ifremer']",Arrêté n° 297/2005 du 09/11/2005,"""<span><p>Arrêté n° 297/2005 du 09/11/2005 portant approbation de la délibération \""Bivalves-SB-2005-A\"" du 07 octobre 2005 du CRPMEM de Bretagne portant création et fixant les conditions d'attribution de la licence de pêche des bivalves autres que les coquilles Saint-Jacques et les praires sur le littoral des Côtes d'Armor - secteur de Saint-Brieuc</p></span>"""
3528,E.U. Copernicus Marine Service Information,European Ocean- Sea Surface Temperature Multi-Sensor L3 Observations,"""<span><p><b>Short description:</b></p><p>For the European Ocean- The L3 multi-sensor (supercollated) product is built from bias-corrected L3 mono-sensor (collated) products at the resolution 0.02 degrees. If the native collated resolution is N and N &lt; 0.02 the change (degradation) of resolution is done by averaging the best quality data. If N > 0.02 the collated data are associated to the nearest neighbour without interpolation nor artificial increase of the resolution.</p><p><b>Detailed description:</b> </p><p>A synthesis of the bias-corrected L3 mono-sensor (collated) files remapped at resolution R is done through a selection of data based on the following hierarchy :</p><ul><li>AVHRR_METOP_B</li><li>SEVIRI*VIIRS_NPP</li><li>AVHRRL-19</li><li>AVHRRL-18</li><li>MODIS_A</li><li>MODIS_T</li><li>AMSR2. </li></ul><p>This hierarchy can be changed in time depending on the health of each sensor.\""</p></span>"""
3529,E.U. Copernicus Marine Service Information,European Ocean- Sea Surface Temperature Mono-Sensor L3 Observations,"""<span><p><b>Short description:</b></p><p>For the European Ocean - Sea Surface Temperature Mono-Sensor L3 Observations. </p><p><b>Detailed description:</b> </p><p>One SST file per 24h per area and per sensor (bias corrected) closest to the original resolution: AMSR2, SEVIRI, AVHRR_METOP_B, AVHRR18_G, AVHRR_19L, MODIS_A, MODIS_T, VIIRS_NPP. One SST file per file window per area and per sensor (bias corrected) closest to the original resolution , while still manageable in terms volume over the processed area.</p><p><b>Description of observation methods/instruments:</b> </p><p>The METOP_B derived SSTs are not bias corrected because METOP_B is used as the reference sensor for the correction method.</p></span>"""
3530,E.U. Copernicus Marine Service Information,Arctic Ocean – Sea Ice Charts – Greenland,"""<span><p><b>Short description:</b></p><p>For Greenland waters - The operational sea ice service at DMI provides ice charts of the sea ice area around Greenland. Charts are produced at irregular intervals daily and show the ice concentration in WMO defined ice concentration intervals. A supplemental overview product is produced twice weekly.</p><p><b>Detailed description:</b></p><p>The operational sea ice service at DMI produces sea ice concentration charts based on a manual interpretation of satellite data. The satellite data used are Synthetic Aperture Radar data from Sentinel-1, RADARSAT and Envisat (during its lifetime) and visual and infrared data from MODIS and AVHRR. The Sentinel-1 data are mainly in EW mode, dual polarization (HH+HV) at medium resolution (90x90m) at 400x400 km per scene, RADARSAT data are in scansar wide mode dual polarization (100x100m). Each scene covers an area of 500 x 500. The scenes are focused all around Greenland.The Envisat data were in wideswath mode with a swath with of 450 km and are resampled to a spatial resolution of 100 meters. The ice analysts use the latest available satellite data and draws the ice chart in an ArcGIS production system. New gridded sea ice concentration products are available irregularly, up to several times daily, depending on ship traffic and data availability. The icechart coverage depends on data availability. Twice a week, a composite product is constructed to give an overview of the sea ice situation all around Greenland.The concentration intervals follow the World Meteorological Organization (WMO) total concentration standard.</p><p><b>GRID TYPE or GEOGRAPHICAL PROJECTION:</b></p><p>Polar-stereographic (proj=stere a=6371000 b=6371000 lat_ts=90 lon_0=-45 lat_0=90)</p><p><b>UPDATE FREQUENCY on the delivery mechanism</b></p><p>Daily chart &ndash; 0-3 times daily, depending on data availability</p><p>Overview chart &ndash; every Monday and Thursday at 1400 UTC; postponed to next day if a holiday.</p></span>"""
